# PPO-Bi detailed evaluation results (greedy inference)

[summary]
generated_at_utc: 2026-07-08T11:26:45+00:00
run_id: ymhrz9yg
checkpoint: runs/ymhrz9yg/model_step_1001472.pt
global_step: 1001472
algorithm: PPO_BI
inference_mode: greedy
sampling_temperature: 1.0
reward: delta_qed
masking: r2_available
eval_r2_pool: train
r2_arch: lookup
starts_file: data/reactants_test.pkl
num_start_molecules: 2000
start_offset: 0
total_starts: 2000
total_reactions: 2302
max_qed: 0.948
best_qed: 0.948
mean_delta_qed: 0.2288165
avg_delta_qed: 0.2288165
avg_num_reactions: 1.151
max_episode_len: 4
positive_delta_fraction: 0.987
negative_delta_fraction: 0.0065
zero_delta_fraction: 0.0065
results_file: run_detailed_results/compact/4s_delta_qed_ymhrz9yg_1m_compact_results.txt

[trajectories]
path_id	start_smiles	final_smiles	initial_qed	final_qed	max_qed	delta_qed	num_reactions	stopped
17	CC(C)(C)C(=O)CCC(=O)O	CC(C)(C)C(=O)CCc1nc2cc(C(=O)O)ccc2s1	0.676	0.935	0.935	0.259	1	1
18	CCC(C(=O)O)C(C)(F)F	CCC(c1nc2cc(C(=O)O)ccc2s1)C(C)(F)F	0.668	0.918	0.918	0.25	1	1
19	C[C@H](CC(C)(F)F)C(=O)O	C[C@H](CC(C)(F)F)c1nc2cc(C(=O)O)ccc2s1	0.668	0.918	0.918	0.25	1	1
20	C[C@@H]1C[C@H]1C(=O)O	C[C@@H]1C[C@H]1c1nc2cc(C(=O)O)ccc2s1	0.527	0.867	0.867	0.33999999999999997	1	1
21	CCC(Br)C(=O)O	CCC(Br)c1nc2cc(C(=O)O)ccc2s1	0.628	0.876	0.876	0.248	1	1
22	CCC(CC)(NC)C(=O)O	CCC(CC)(NC)c1nc2cc(C(=O)O)ccc2s1	0.616	0.881	0.881	0.265	1	1
23	CC(C)(CC(F)(F)F)C(=O)O	CC(C)(CC(F)(F)F)c1nc2cc(C(=O)O)ccc2s1	0.688	0.923	0.923	0.2350000000000001	1	1
24	NC(CCC(F)(F)F)C(=O)O	O=C(O)C(CCC(F)(F)F)n1c2c(c3c1CCC3)CCCC2	0.658	0.917	0.917	0.259	1	1
25	CC(C)COC[C@H](N)C(=O)O	CC(C)COC[C@@H](C(=O)O)n1c2c(c3c1CCC3)CCCC2	0.598	0.878	0.878	0.28	1	1
26	CC(C)CSCC(=O)O	CC(C)CSCc1nc2cc(C(=O)O)ccc2s1	0.655	0.903	0.903	0.248	1	1
27	O[C@H]1C[C@H](OCC(F)(F)F)C1	OCc1cccc(O[C@H]2C[C@H](OCC(F)(F)F)C2)n1	0.672	0.895	0.895	0.22299999999999998	1	1
28	O=C(O)C1CC(F)C1	O=C(O)c1ccc2sc(C3CC(F)C3)nc2c1	0.553	0.891	0.891	0.33799999999999997	1	1
29	O=C(O)C1(CBr)COC1	O=C(O)C1(Cc2sc(Cl)nc2C(F)(F)F)COC1	0.652	0.931	0.931	0.279	1	1
30	NCC12CCCC1C2(F)F	N#Cc1cccc(CNCC23CCCC2C3(F)F)c1	0.595	0.905	0.905	0.31000000000000005	1	1
31	CC(C)C(N)(C(=O)O)C(F)(F)F	CC(C)C(N)(c1nc2cc(C(=O)O)ccc2s1)C(F)(F)F	0.674	0.91	0.91	0.236	1	1
32	N[C@H]1C[C@@H](CO)C[C@H]1N	N[C@@H]1C[C@H](CO)C[C@@H]1n1c2c(c3c1CCC3)CCCC2	0.428	0.868	0.868	0.44	1	1
33	CC(C)C(O)(C(=O)O)C(F)(F)F	CC(C)C(O)(c1nc2cc(C(=O)O)ccc2s1)C(F)(F)F	0.676	0.909	0.909	0.23299999999999998	1	1
34	NCCC1(F)CCC1	Cc1cc2c(=O)n(CCC3(F)CCC3)cnc2cc1F	0.578	0.864	0.864	0.28600000000000003	1	1
35	CCO[C@@H]1C[C@H]1C(=O)O	CCO[C@@H]1C[C@H]1c1nc2cc(C(=O)O)ccc2s1	0.605	0.921	0.921	0.31600000000000006	1	1
36	NC1CCCC(O)C1	OC1CCCC(n2c3c(c4c2CCC4)CCCC3)C1	0.475	0.822	0.822	0.347	1	1
37	CC(CC(=O)O)CC(F)(F)F	CC(Cc1nc2cc(C(=O)O)ccc2s1)CC(F)(F)F	0.703	0.924	0.924	0.22100000000000009	1	1
38	CC(C(=O)O)N(C)CC(F)(F)F	CC(c1nc2cc(C(=O)O)ccc2s1)N(C)CC(F)(F)F	0.711	0.936	0.936	0.2250000000000001	1	1
39	N[C@@H]1CCC[C@H]1O	O[C@@H]1CCC[C@H]1n1c2c(c3c1CCC3)CCCC2	0.446	0.808	0.808	0.36200000000000004	1	1
40	OC[C@@H]1CNC[C@H]1F	F[C@@H]1CNC[C@H]1Cc1sc(Cl)nc1C(F)(F)F	0.489	0.847	0.847	0.358	2	1
41	CC(C)CCC(C)(N)C(=O)O	CC(C)CCC(C)(N)c1nc2cc(C(=O)O)ccc2s1	0.648	0.882	0.882	0.23399999999999999	1	1
42	COC1(C(F)(F)C(=O)O)CCC1	COC1(C(F)(F)c2nc3cc(C(=O)O)ccc3s2)CCC1	0.711	0.936	0.936	0.2250000000000001	1	1
43	CCC(C)CC(C)C(=O)O	CCC(C)CC(C)c1nc2cc(C(=O)O)ccc2s1	0.656	0.873	0.873	0.21699999999999997	1	1
44	CC(C)(C#N)C(=O)O	CC(C)(C#N)c1nc2cc(C(=O)O)ccc2s1	0.542	0.884	0.884	0.34199999999999997	1	1
45	COC1CCC1C(=O)O	COC1CCC1c1nc2cc(C(=O)O)ccc2s1	0.592	0.925	0.925	0.3330000000000001	1	1
46	COC(CCSC)C(=O)O	COC(CCSC)c1nc2cc(C(=O)O)ccc2s1	0.654	0.885	0.885	0.23099999999999998	1	1
47	CC1C(C(=O)O)C1(F)F	CC1C(c2nc3cc(C(=O)O)ccc3s2)C1(F)F	0.583	0.909	0.909	0.32600000000000007	1	1
48	C#CC1CC1CO	OCC1CC1c1cc2cccc(C(F)(F)F)c2o1	0.464	0.891	0.891	0.427	1	1
49	CC(Cl)CCC#N	CC(CCC#N)OCc1cccc(C2CCNCC2)n1	0.507	0.866	0.866	0.359	2	1
50	CC(C)(CBr)CC(=O)O	CC(C)(CC(=O)O)Cc1sc(Cl)nc1C(F)(F)F	0.698	0.918	0.918	0.22000000000000008	1	1
51	CC(O)COCC(F)(F)F	CC(COCC(F)(F)F)Oc1cccc(CO)n1	0.662	0.853	0.853	0.19099999999999995	1	1
52	C[C@@H](O)COCC(F)(F)F	C[C@H](COCC(F)(F)F)Oc1cccc(CO)n1	0.662	0.853	0.853	0.19099999999999995	1	1
53	CC(C)CC[C@@H](N)C(=O)O	CC(C)CC[C@H](C(=O)O)n1c2c(c3c1CCC3)CCCC2	0.616	0.892	0.892	0.276	1	1
54	CC(C)(C(N)=O)C(=O)O	CC(C)(C(N)=O)c1nc2cc(C(=O)NC3CC4OCCCC34)ccc2s1	0.499	0.86	0.883	0.361	2	1
55	CC(CC(N)C(=O)O)C(F)(F)F	CC(CC(N)c1nc2cc(C(=O)O)ccc2s1)C(F)(F)F	0.689	0.903	0.903	0.21400000000000008	1	1
56	COCCC(C)(C)CC(=O)O	COCCC(C)(C)Cc1nc2cc(C(=O)O)ccc2s1	0.663	0.884	0.884	0.22099999999999997	1	1
57	CN(C)C(C)(CC(=O)O)C(F)F	CN(C)C(C)(Cc1nc2cc(C(=O)O)ccc2s1)C(F)F	0.704	0.921	0.921	0.21700000000000008	1	1
58	CC(CN)C(C)(F)F	Cc1cc2c(=O)n(CC(C)C(C)(F)F)cnc2cc1F	0.587	0.868	0.868	0.281	1	1
59	O=C(CCl)C1CCCO1	Cc1c(Br)cc2oc(C(=O)C3CCCO3)cc2c1O	0.546	0.858	0.858	0.31199999999999994	2	1
60	CC(CSC(F)F)C(=O)O	CC(CSC(F)F)c1nc2cc(C(=O)O)ccc2s1	0.697	0.905	0.905	0.20800000000000007	1	1
61	CC(C)(CCC#N)C(=O)O	CC(C)(CCC#N)c1nc2cc(C(=O)O)ccc2s1	0.646	0.924	0.924	0.278	1	1
62	CSC1CCCC1C(=O)O	CSC1CCCC1c1nc2cc(C(=O)O)ccc2s1	0.666	0.929	0.929	0.263	1	1
63	CC(C)(OCC(F)(F)F)C(=O)O	CC(C)(OCC(F)(F)F)c1nc2cc(C(=O)O)ccc2s1	0.725	0.931	0.931	0.20600000000000007	1	1
64	COc1cc(C)c(O)c(C)c1	COc1cc(C)c(Oc2cccc(CO)n2)c(C)c1	0.667	0.917	0.917	0.25	1	1
65	CC(C)C1(C)CC1CO	CC(C)C1(C)CC1COc1cccc(CO)n1	0.599	0.853	0.853	0.254	1	1
66	CC(C)(CS(N)(=O)=O)C(=O)O	Cc1ccc2sc(C(C)(C)CS(N)(=O)=O)nc2c1	0.606	0.938	0.938	0.33199999999999996	1	1
67	CC(C)C1(C)CC1C(=O)O	CC(C)C1(C)CC1c1nc2cc(C(=O)O)ccc2s1	0.637	0.915	0.915	0.278	1	1
68	C=C[C@@H]1C[C@H]1CO	OC[C@@H]1C[C@H]1C=Cc1sc(Cl)nc1C(F)(F)F	0.506	0.921	0.921	0.41500000000000004	1	1
69	COc1cc(F)ccc1O	COc1cc(F)ccc1C1CCN(C2CC(CO)C2)CC1	0.644	0.926	0.926	0.28200000000000003	3	1
70	C[C@@H](CC(=O)O)NC(=O)OC(C)(C)C	Cc1ccc2sc(C[C@H](C)NC(=O)OC(C)(C)C)nc2c1	0.726	0.93	0.93	0.20400000000000007	1	1
71	CC(C)(C#N)CCl	CC(C)(C#N)COCc1cccc(C2CCNCC2)n1	0.481	0.896	0.896	0.41500000000000004	2	1
72	O=C1NCCN2C[C@H](O)C[C@@H]12	O=C1NCCN2C[C@H](c3sc(Cl)nc3C(F)(F)F)C[C@@H]12	0.451	0.86	0.86	0.409	2	1
73	CC(F)(F)c1ccc(O)cc1F	CC(F)(F)c1ccc(Oc2cccc(CO)n2)cc1F	0.697	0.932	0.932	0.2350000000000001	1	1
74	COCc1cccc(O)c1	COCc1cccc(Oc2cccc(CO)n2)c1	0.671	0.879	0.879	0.20799999999999996	1	1
75	COc1cc(O)cc(C(F)(F)F)c1	COc1cc(Oc2cccc(CO)n2)cc(C(F)(F)F)c1	0.74	0.94	0.94	0.19999999999999996	1	1
76	CN(CCCO)CC(=O)N(C)C	CN(CCCc1cccc(CO)n1)CC(=O)N(C)C	0.604	0.781	0.781	0.17700000000000005	2	1
77	Oc1ccccc1OC(F)(F)F	OCc1cccc(Oc2ccccc2OC(F)(F)F)n1	0.714	0.936	0.936	0.2220000000000001	1	1
78	CC[C@@H](O)c1cccc(Cl)c1	CC[C@@H](Oc1cccc(CO)n1)c1cccc(Cl)c1	0.724	0.905	0.905	0.18100000000000005	1	1
79	CC(C)(C)C(C)(N)C#N	CC(C)(C)C(C)(C#N)NCc1cccc(C#N)c1	0.531	0.885	0.885	0.354	1	1
80	CC[C@H](NC(=O)OC(C)(C)C)C(=O)O	CC[C@H](NC(=O)OC(C)(C)C)c1nc2cc(C)ccc2s1	0.726	0.903	0.903	0.17700000000000005	1	1
81	CC1CC(CN)CCS1	CC1CC(CNCc2cccc(C#N)c2)CCS1	0.605	0.903	0.903	0.29800000000000004	1	1
82	CCC1(C(=O)O)CC1(F)F	CCC1(c2nc3cc(C(=O)O)ccc3s2)CC1(F)F	0.647	0.934	0.934	0.28700000000000003	1	1
83	CCCC(=O)C(C)Br	CCCc1sc(NCc2cccc(C#N)c2)nc1C	0.606	0.897	0.897	0.29100000000000004	2	1
84	NCc1ccc(C(F)F)cc1	N#Cc1cccc(CNCc2ccc(C(F)F)cc2)c1	0.698	0.899	0.899	0.20100000000000007	1	1
85	Nc1ccc(C(F)(F)F)cc1Cl	Nc1ccc(C(F)(F)F)cc1OCc1cccc(Br)n1	0.633	0.674	0.674	0.041000000000000036	1	1
86	Cc1c(Cl)cc(F)c(N)c1F	Cc1c(Cl)cc(F)c(NCc2cccc(C#N)c2)c1F	0.606	0.909	0.909	0.30300000000000005	1	1
87	Cc1ccc(Cl)c(N)c1Cl	Cc1ccc(Cl)c(NCc2cccc(C#N)c2)c1Cl	0.604	0.882	0.882	0.278	1	1
88	NCCS(=O)(=O)CC(F)(F)F	Cc1cc2c(=O)n(CCS(=O)(=O)CC(F)(F)F)cnc2cc1F	0.678	0.787	0.787	0.10899999999999999	1	1
89	O[C@H]1CN[C@@H](C2CC2)C1	OCc1cccc(O[C@H]2CN[C@@H](C3CC3)C2)n1	0.524	0.819	0.819	0.29499999999999993	1	1
90	CCOC1CNCC1CO	CCOC1CNCC1Cc1sc(Cl)nc1C(F)(F)F	0.568	0.927	0.927	0.3590000000000001	2	1
91	CCOc1ccccc1O	CCOc1ccccc1C1CCN(C2CC(CO)C2)CC1	0.675	0.904	0.904	0.22899999999999998	3	1
92	Cc1ccc(F)c(N)c1Br	Cc1ccc(F)c(NCc2cccc(C#N)c2)c1Br	0.645	0.911	0.911	0.266	1	1
93	Cc1ccc(I)cc1O	Cc1ccc(I)cc1Oc1cccc(CO)n1	0.683	0.872	0.872	0.18899999999999995	1	1
94	CC(C)C(C)(Br)C(=O)O	CC(C)C(C)(Br)c1nc2cc(C(=O)O)ccc2s1	0.683	0.857	0.857	0.17399999999999993	1	1
95	CS(=O)(=O)c1cccc(O)c1	CS(=O)(=O)c1cccc(Oc2cccc(CO)n2)c1	0.681	0.923	0.923	0.242	1	1
96	CC1(CN)CC1(Cl)Cl	CC1(Cn2c3c(c4c2CCC4)CCCC3)CC1(Cl)Cl	0.569	0.711	0.711	0.14200000000000002	1	1
97	NC1(CCF)CC(O)C1	OC1CC(CCF)(n2c3c(c4c2CCC4)CCCC3)C1	0.565	0.902	0.902	0.3370000000000001	1	1
98	C[C@]1(O)C[C@@H](N)C1	C[C@]1(Oc2cccc(CO)n2)C[C@@H](N)C1	0.446	0.772	0.772	0.326	1	1
99	Oc1cc(Cl)ccc1F	OCc1cccc(Oc2cc(Cl)ccc2F)n1	0.595	0.914	0.914	0.31900000000000006	1	1
100	Oc1ccc(F)cc1Cl	OCc1cccc(Oc2ccc(F)cc2Cl)n1	0.595	0.914	0.914	0.31900000000000006	1	1
101	CC(C)(COCC(F)F)C(=O)O	CC(C)(COCC(F)F)c1nc2cc(C(=O)O)ccc2s1	0.698	0.885	0.885	0.18700000000000006	1	1
102	CCN1CCC1C(=O)O	CCN1CCC1c1nc2cc(C(=O)O)ccc2s1	0.577	0.924	0.924	0.3470000000000001	1	1
103	NC(=O)c1ccccc1I	NC(=O)c1ccccc1OCc1cccc(Br)n1	0.748	0.883	0.883	0.135	1	1
104	COc1ccc(O)cc1	COc1ccc(Oc2cccc(CO)n2)cc1	0.613	0.877	0.877	0.264	1	1
105	NCC1CC(F)C1	N#Cc1cccc(CNCC2CC(F)C2)c1	0.519	0.842	0.842	0.32299999999999995	1	1
106	N[C@H](CC(F)F)C(=O)O	O=C(O)[C@@H](CC(F)F)n1c2c(c3c1CCC3)CCCC2	0.58	0.922	0.922	0.3420000000000001	1	1
107	NC[C@@H]1CCC[C@H](CF)C1	N#Cc1cccc(CNC[C@@H]2CCC[C@H](CF)C2)c1	0.629	0.88	0.88	0.251	1	1
108	NCC1C2CCC12	C1CCc2c(c3c(n2CC2C4CCC42)CCC3)C1	0.509	0.746	0.746	0.237	1	1
109	COCc1cc(Cl)ccc1N	COCc1cc(Cl)ccc1NCc1cccc(C#N)c1	0.692	0.904	0.904	0.21200000000000008	1	1
110	Cc1cc(Br)cnc1O	Cc1cc(Br)cnc1Oc1cccc(CO)n1	0.673	0.946	0.946	0.2729999999999999	1	1
111	Cc1cc(O)ccc1Cl	Cc1cc(Oc2cccc(CO)n2)ccc1Cl	0.59	0.907	0.907	0.31700000000000006	1	1
112	Cc1cccc(O)c1Cl	Cc1cccc(Oc2cccc(CO)n2)c1Cl	0.59	0.907	0.907	0.31700000000000006	1	1
113	Oc1ccc(F)c(Br)c1	OCc1cccc(Oc2ccc(F)c(Br)c2)n1	0.666	0.945	0.945	0.2789999999999999	1	1
114	CCC(CC#N)N1CCNCC1	CCC(CC#N)N1CCN(Cc2cccc(C#N)c2)CC1	0.668	0.832	0.832	0.16399999999999992	1	1
115	COC(CCN)C(F)(F)F	COC(CCn1cnc2cc(F)c(C)cc2c1=O)C(F)(F)F	0.66	0.814	0.814	0.15399999999999991	1	1
116	COCCc1cccc(O)c1	COCCc1cccc(-c2cccc(CO)n2)c1	0.712	0.877	0.877	0.16500000000000004	2	1
117	Oc1cccc(OC(F)(F)F)c1	OCc1cccc(Oc2cccc(OC(F)(F)F)c2)n1	0.714	0.936	0.936	0.2220000000000001	1	1
118	CC(C)N(C)C(=O)C1(C(=O)O)CC1	CC(C)N(C)C(=O)C1(c2nc3cc(C(=O)O)ccc3s2)CC1	0.659	0.941	0.941	0.2819999999999999	1	1
119	CC(CNC(=O)OC(C)(C)C)CC(=O)O	Cc1ccc2sc(CC(C)CNC(=O)OC(C)(C)C)nc2c1	0.75	0.913	0.913	0.16300000000000003	1	1
120	CC(C)(CCN)S(C)(=O)=O	CC(C)(CCn1c2c(c3c1CCC3)CCCC2)S(C)(=O)=O	0.648	0.857	0.857	0.20899999999999996	1	1
121	Oc1ccc(OC(F)F)cc1F	OCc1cccc(-c2ccc(OC(F)F)cc2F)n1	0.751	0.927	0.927	0.17600000000000005	2	1
122	Cc1cc(Cl)c(N)cc1Br	Cc1cc(Cl)c(NCc2cccc(C#N)c2)cc1Br	0.668	0.866	0.866	0.19799999999999995	1	1
123	Oc1ccc(F)c(F)c1	OCc1cccc(Oc2ccc(F)c(F)c2)n1	0.566	0.892	0.892	0.32600000000000007	1	1
124	C[C@@H]1O[C@H]1C(=O)O	C[C@@H]1O[C@H]1c1nc2cc(C(=O)NC3CC4OCCCC34)ccc2s1	0.469	0.869	0.869	0.4	2	1
125	Oc1cc(Cl)ccc1Cl	OCc1cccc(Oc2cc(Cl)ccc2Cl)n1	0.623	0.925	0.925	0.30200000000000005	1	1
126	Oc1cccc(Cl)c1	OCc1cccc(Oc2cccc(Cl)c2)n1	0.567	0.889	0.889	0.32200000000000006	1	1
127	N#Cc1ccc(O)c(O)c1	N#Cc1ccc(Oc2cccc(CO)n2)c(O)c1	0.521	0.858	0.858	0.33699999999999997	1	1
128	N#CCOc1cccc(CN)c1	N#CCOc1cccc(CNCc2cccc(C#N)c2)c1	0.722	0.881	0.881	0.15900000000000003	1	1
129	Cc1cccc(F)c1O	Cc1cccc(F)c1Oc1cccc(CO)n1	0.562	0.886	0.886	0.32399999999999995	1	1
130	O=C(O)C(F)(F)C(F)(F)C(F)F	O=C(O)c1ccc2sc(C(F)(F)C(F)(F)C(F)F)nc2c1	0.696	0.863	0.863	0.16700000000000004	1	1
131	CC(C)n1ncnc1CN	CC(C)n1ncnc1CNCc1cccc(C#N)c1	0.643	0.887	0.887	0.244	1	1
132	NCCS(=O)(=O)C(F)(F)F	Cc1cc2c(=O)n(CCS(=O)(=O)C(F)(F)F)cnc2cc1F	0.639	0.8	0.8	0.16100000000000003	1	1
133	CC(C)(C)n1nnc(CN)n1	CC(C)(C)n1nnc(CNCc2cccc(C#N)c2)n1	0.614	0.912	0.912	0.29800000000000004	1	1
134	CCN(CC)c1cccc(O)c1	CCN(CC)c1cccc(Oc2cccc(CO)n2)c1	0.742	0.877	0.877	0.135	1	1
135	NCC1(Cl)CCCCC1	NCC1(OCc2cccc(Br)n2)CCCCC1	0.564	0.869	0.869	0.30500000000000005	1	1
136	C=C1CC(C(=O)O)(C(F)F)C1	O=C(O)C1(C(F)F)CC(=Cc2sc(Cl)nc2C(F)(F)F)C1	0.627	0.828	0.828	0.20099999999999996	1	1
137	Nc1ccc(OC(F)(F)F)cc1Cl	N#Cc1cccc(CNc2ccc(OC(F)(F)F)cc2Cl)c1	0.725	0.884	0.884	0.15900000000000003	1	1
138	CC(C)(O)c1ccc(O)cc1	CC(C)(Oc1cccc(CO)n1)c1ccc(O)cc1	0.642	0.886	0.886	0.244	1	1
139	CC(O)c1c(F)cc(F)cc1F	CC(Oc1cccc(CO)n1)c1c(F)cc(F)cc1F	0.695	0.937	0.937	0.2420000000000001	1	1
140	C[C@@H](O)c1c(F)cc(F)cc1F	C[C@@H](Oc1cccc(CO)n1)c1c(F)cc(F)cc1F	0.695	0.937	0.937	0.2420000000000001	1	1
141	Oc1cccc(F)c1O	OCc1cccc(Oc2c(O)cccc2F)n1	0.516	0.856	0.856	0.33999999999999997	1	1
142	CCC(OC1CCCC1)C(=O)O	CCC(OC1CCCC1)c1nc2cc(C(=O)O)ccc2s1	0.703	0.889	0.889	0.18600000000000005	1	1
143	Cc1ccc(O)c(Br)n1	Cc1ccc(O)c(C2CCN(Cc3cccc(C#N)c3)CC2)n1	0.63	0.944	0.944	0.31399999999999995	2	1
144	O=C(O)[C@@H]1C[C@H]1C(F)F	O=C(O)c1ccc2sc([C@@H]3C[C@H]3C(F)F)nc2c1	0.614	0.929	0.929	0.31500000000000006	1	1
145	OCCC1CCCC1(F)F	OCc1cccc(OCCC2CCCC2(F)F)n1	0.636	0.882	0.882	0.246	1	1
146	OCc1nccc(Br)n1	OCc1cccc(OCc2nccc(Br)n2)n1	0.662	0.87	0.87	0.20799999999999996	1	1
147	CC1(CCN)CC1(Cl)Cl	Cc1cc2c(=O)n(CCC3(C)CC3(Cl)Cl)cnc2cc1F	0.626	0.803	0.803	0.17700000000000005	1	1
148	CCCOc1cccc(O)c1	CCCOc1cccc(Oc2cccc(CO)n2)c1	0.719	0.865	0.865	0.14600000000000002	1	1
149	C[C@@H](O)c1ccc(O)cc1	C[C@@H](Oc1cccc(CO)n1)c1ccc(O)cc1	0.616	0.868	0.868	0.252	1	1
150	O[C@@H](c1ccccc1)C(F)(F)F	OCc1cccc(O[C@@H](c2ccccc2)C(F)(F)F)n1	0.695	0.936	0.936	0.2410000000000001	1	1
151	O[C@H](c1ccccc1)C(F)(F)F	OCc1cccc(O[C@H](c2ccccc2)C(F)(F)F)n1	0.695	0.936	0.936	0.2410000000000001	1	1
152	COc1cc(CC(=O)O)ccc1O	COc1cc(CC(=O)NC2CC3OCCCC23)ccc1Br	0.732	0.905	0.905	0.17300000000000004	2	1
153	CC(=O)c1ccc(O)cc1C	Cc1cc(O)ccc1C(C)NCc1nccnc1Cl	0.621	0.902	0.902	0.281	1	1
154	CCC(CC(=O)O)C(C)(C)C	CCC(Cc1nc2cc(C(=O)O)ccc2s1)C(C)(C)C	0.685	0.895	0.895	0.20999999999999996	1	1
155	COc1cc(C#N)ccc1O	COc1cc(C#N)ccc1-c1cccc(CO)n1	0.654	0.892	0.892	0.238	2	1
156	CC(C)[C@H](NC(=O)C(F)(F)F)C(=O)O	Cc1ccc2sc([C@@H](NC(=O)C(F)(F)F)C(C)C)nc2c1	0.727	0.93	0.93	0.20300000000000007	1	1
157	CN1CC(F)(F)CCC1CO	CN1CC(F)(F)CCC1COc1cccc(CO)n1	0.618	0.906	0.906	0.28800000000000003	1	1
158	CNc1ccc(C(=O)O)c(Cl)c1	CN(Cc1cccc(C#N)c1)c1ccc(C(=O)O)c(Cl)c1	0.742	0.938	0.938	0.19599999999999995	1	1
159	N#CCc1cccc(C(=O)O)c1	N#CCc1cccc(C(=O)NCc2nccnc2Cl)c1	0.714	0.934	0.934	0.22000000000000008	1	1
160	O=C(O)c1ccc(O)nc1	CN(C(=O)c1ccc(O)nc1)c1sccc1C#N	0.593	0.894	0.894	0.30100000000000005	1	1
161	O=C(O)c1ccncc1O	CN(C(=O)c1ccncc1O)c1sccc1C#N	0.593	0.894	0.894	0.30100000000000005	1	1
162	CC(C)C[C@H](NCC(F)(F)F)C(=O)O	Cc1ccc2sc([C@H](CC(C)C)NCC(F)(F)F)nc2c1	0.729	0.853	0.853	0.124	1	1
163	CC(C)Oc1ccc(N)c(Cl)c1	CC(C)Oc1ccc(NCc2cccc(C#N)c2)c(Cl)c1	0.72	0.877	0.877	0.15700000000000003	1	1
